CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,2.9363
Cc1c(Cl)cccc1Nc1ncccc1C(=O)OCC(O)CO,2.6638
Cn1cnc2c1c(=O)n(CC(O)CO)c(=O)n2C,2.9892
CC1Oc2ccc(Cl)cc2N(CC(O)CO)C1=O,3.0558
CCOC(=O)c1cncn1C1CCCc2ccccc21,2.7302
COc1ccccc1OC(=O)Oc1ccccc1OC,1.6762
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.8078
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,2.8177
CCC(=O)c1ccc(OCC(O)CO)c(OC)c1,2.3938
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC1CC=CCC1,3.3004
COc1cc2c(cc1O)N=CC1CCC(O)N1C2=O,3.7862
COc1c(C)cnc(CS(=O)c2nc3ccccc3[nH]2)c1C,2.9824
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,2.2468
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.6955
CC1CC(OC(=O)CN2CCCC2=O)CC(C)(C)C1,3.2917
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2.7093
COC(=O)c1c[nH]c2cc(OC(C)C)c(OC(C)C)cc2c1=O,2.3514
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,3.3864
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.7073
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.9118
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,1.8316
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,3.5907
COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,2.4264
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,1.7295
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,2.0486
CC(=O)Oc1cccc(OC(C)=O)c1OC(C)=O,2.1059
CC1(C)C(=O)Nc2cc3nc(-c4ccncc4)[nH]c3cc21,2.6142
CC(C)C=c1[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O,2.7476
NC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.8478
