CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,44.12
Cc1c(Cl)cccc1Nc1ncccc1C(=O)OCC(O)CO,91.68
Cn1cnc2c1c(=O)n(CC(O)CO)c(=O)n2C,102.28
CC1Oc2ccc(Cl)cc2N(CC(O)CO)C1=O,70.0
CCOC(=O)c1cncn1C1CCCc2ccccc21,44.12
COc1ccccc1OC(=O)Oc1ccccc1OC,53.99
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,61.69
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,52.9
CCC(=O)c1ccc(OCC(O)CO)c(OC)c1,75.99
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC1CC=CCC1,72.68
COc1cc2c(cc1O)N=CC1CCC(O)N1C2=O,82.36
COc1c(C)cnc(CS(=O)c2nc3ccccc3[nH]2)c1C,67.87
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,96.28
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,61.69
CC1CC(OC(=O)CN2CCCC2=O)CC(C)(C)C1,46.61
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,40.62
COC(=O)c1c[nH]c2cc(OC(C)C)c(OC(C)C)cc2c1=O,77.62
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,101.29
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,52.9
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,57.01
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,57.23
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,76.72
COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,43.71
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,92.34
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,52.6
CC(=O)Oc1cccc(OC(C)=O)c1OC(C)=O,78.9
CC1(C)C(=O)Nc2cc3nc(-c4ccncc4)[nH]c3cc21,70.67
CC(C)C=c1[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O,65.72
NC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,115.28
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,78.29
CNC(=O)Oc1ccccc1C(=O)Nc1ccccc1,67.43
COc1ccc(-c2nnc(C)nc2-c2ccc(OC)cc2)cc1,57.13
Nc1ncnc2c1ncn2Cc1c(F)cccc1Cl,69.62
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,49.17
Cc1cc(Cc2cnc(N)nc2N)c2cccnc2c1N(C)C,93.95
NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,72.19
CC1(C)C=C(n2ccccc2=O)c2cc(C#N)ccc2O1,55.02
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,54.35
CN(CCO)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,85.29
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,81.42
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,40.62
NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,80.47
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,32.67
CC1(C)Oc2ccc(C#N)cc2C(N2CCCC2=O)C1O,73.56
Nc1nc2c(ncn2C2CC(CO)C2CO)c(=O)[nH]1,130.05
CC12CCC3=C(CCc4cc(O)ccc43)C1CCC2=O,37.3
CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,75.27
NC(=O)c1cc(Br)cc(Br)c1O,63.32
O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1,63.24
CCCN(CCC)S(=O)(=O)c1ccc(C)cc1,37.38
O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,66.76
CCc1ccccc1-n1c(C)nc2ccccc2c1=O,34.89
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,43.07
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,77.82
Cc1c(O)c(C)c2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,86.99
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,32.67
